title,authors,year,doi,journal
Clades of huge phages from across Earth’s ecosystems,"Al-Shayeb, B., R. Sachdeva, L.-X. Chen, F. Ward, P. Munk, A. Devoto, C. J. Castelle, M. R. Olm, K. Bouma-Gregson, Y. Amano, C. He, R. Meheust, B. Brooks, A. Thomas, A. Lavy, P. Matheus-Carnevali, C. Sun, D. S. A. Goltsman, M. A. Borton, A. Sharrar, A. L. Jaffe, T. C. Nelson, R. Kantor, R. Keren, K. R. Lane, I. F. Farag, S. Lei, K. Finstad, R. Amundson, K. Anantharaman, J. Zhou, A. J. Probst, M. E. Power, S. G. Tringe, W.-J. Li, K. Wrighton, S. Harrison, M. Morowitz, D. A. Relman, J. A. Doudna, A.-C. Lehours, L. Warren, J. H. D. Cate, J. M. Santini, and J. F. Banfield.  ",2020,10.1038/s41586-020-2007-4,Nature
Patterns of change in high frequency precipitation variability over North America,"Roque-Malo, S. and Kumar, P. ",2017,10.1038/s41598-017-10827-8,Nature.com
Mechanisms controlling the impact of multi-year drought on mountain hydrology,"Bales, R. C.; Goulden, M. L.; Hunsaker, C. T.; Conklin, M. H.; Hartsough, P. C.; O'Geen, A. T.; Hopmans, J. W.; Safeeq, M. ",2018,10.1038/s41598-017-19007-0,Hydrological Processes:
Using nested discretization for a detailed yet computationally efficient simulation of local hydrology in a distributed hydrologic model,"Wang, Dongdong, Yanlan Liu, and Mukesh Kumar ",2018,10.1038/s41598-018-24122-7,Scientific Reports
Reevaluating growing season length controls on net ecosystem production in evergreen conifer forests,"Barnard, D.M., Knowles, J.F., Barnard, H.R., Goulden, M.L., Hu, J., Litvak, M.E., Molotch, N.P. ",2018,10.1038/s41598-018-36065-0,Scientific Reports
Reevaluating growing season length controls on net ecosystem production in evergreen conifer forests,"Barnard, D.M., Knowles, J.F., Barnard, H.R., Goulden, M.L., Hu, J., Litvak, M.E., Molotch, N.P. ",2018,10.1038/s41598-018-36065-0,Scientific Reports
Reevaluating growing season length controls on net ecosystem production in evergreen conifer forests,"Barnard, D.M., Knowles, J.F., Barnard, H.R., Goulden, M.L., Hu, J., Litvak, M.E., Molotch, N.P. ",2018,10.1038/s41598-018-36065-0,Scientific Reports
Examining Interactions Between and Among Predictors of Net Ecosystem Exchange:  A Machine Learning Approach in a Semi-arid Landscape,"Zhou, Q., Fellows, A., Flerchinger, G.N., and A.N. Flores ",2019,10.1038/s41598-019-38639-y,Scientific Reports
Links between physical and chemical weathering inferred from a 65-m-deep borehole through Earth’s critical zone,"Holbrook, W. Steven, Virginia Marcon, Allan R. Bacon, Susan L. Brantley, Bradley J. Carr, Brady A. Flinchum, Daniel D. Richter, & Clifford S. Riebe ",2019,10.1038/s41598-019-40819-9,Scientific Reports
A coupled microscopy approach to assess the nano-landscape of weathering,"Lybrand, Rebecca A., Jason C. Austin, Jennifer Fedenko, Rachel E. Gallery, Erin Rooney, Paul A. Schroeder, Dragos G. Zaharescu, & Odeta Qafoku ",2019,10.1038/s41598-019-41357-0,Scientific Reports
A coupled microscopy approach to assess the nano-landscape of weathering,"Lybrand, Rebecca A., Jason C. Austin, Jennifer Fedenko, Rachel E. Gallery, Erin Rooney, Paul A. Schroeder, Dragos G. Zaharescu, & Odeta Qafoku ",2019,10.1038/s41598-019-41357-0,Scientific Reports
Topographic controls on soil organic carbon on soil-mantled landscapes,"Patton, N.P., Lohse, K.A., Seyfried, M., S. Godsey, and S. Parsons ",2019,10.1038/s41598-019-42556-5,Scientific Reports
"Intercomparing varied erosion, deposition and transport process representations for simulating sediment yield","Zi, Tan, Mukesh Kumar, and John Albertson ",2019,10.1038/s41598-019-48405-9,Scientific Reports
Ecosystem-bedrock interaction changes nutrient compartmentalization during early oxidative weathering,"Zaharescu D.G., Burghelea C.I., Dontsova K., Presler J.K., Hunt E.A., Domanik K.J., Amistadi M.K., Sandhaus S., Munoz E.N., Gaddis E.E., Galey M., Vaquera-Ibarra M.O., Palacios-Menendez M.A., Castrejón-Martinez R., Roldán-Nicolau E.C., Li K., Maier R.M., Reinhard C.T., Chorover J. ",2019,10.1038/s41598-019-51274-x,Scientific Reports
Sustainability of soil organic carbon in consolidated gully land in China’s Loess Plateau,"Yan, Q., Kumar, P., Wang, Y., Zhao, Y., Lin, H., Ran, Q., An, Z., & Zhou, W.  ",2020,10.1038/s41598-020-73910-7,Nature Scientific Report
Discerning the thermodynamic feasibility of the spontaneous coexistence of multiple functional vegetation groups,"Richardson, M. and Kumar, P. ",2020,10.1038/s41598-020-75050-4,Nature Scientific Reports
"Global nitrogen budgets in cereals: A 50-year assessment for maize, rice, and wheat production systems","Ladha, J.K., A. Tirol-Padre, C.K. Reddy, K.G. Cassman, S. Verma, D.S. Powlson, C. van Kessel, D. deB. Richter, D. Chakraborty, and H. Pathak ",2016,10.1038/srep19355,Scientific Reports
Ecosystem Composition Controls the Fate of Rare Earth Elements during Incipient Soil Genesis,"Zaharescu D.G., Burghelea C.I., Dontsova K., Presler J.K., Maier R.M., Huxman T., Domanik K.J., Hunt E.A., Amistadi M.K., Gaddis E.E., Palacios-Menendez M.A., Vaquera-Ibarra M.O. and Chorover J. ",2017,10.1038/srep43208,Scientific Reports
Prevalence and magnitude of groundwater use by vegetation: a global stable isotope meta-analysis,Jaivime Evaristo and Jeffrey J. McDonnell ,2017,10.1038/srep44110,Scientific Reports
Prevalence and magnitude of groundwater use by vegetation: a global stable isotope meta-analysis,Jaivime Evaristo and Jeffrey J. McDonnell ,2017,10.1038/srep44110,Scientific Reports
Optimization of a 48Ca–43Ca double-spike MC-TIMS method for measuring Ca isotope ratios (δ44/40Ca and δ44/42Ca): limitations from filament reservoir mixing,Lehn G. O. and Jacobson A. D. ,2015,10.1039/C4JA00412D,Journal of Analytical Atomic Spectrometry
High-frequency diel dissolved Oxygen stream data modeled for variable temperature and scale,"Loperfido, J.V., Just, C.L., and Schnoor, J.L. ",2009,10.1061/ ASCE EE.1943-7870.0000102,Journal of Environmental Engineering-ASCE
Uncertainty of weekly nitrate forecasts using artificial neural networks,"Markus, M., Tsai, C.W.-S., and Demissie, M. ",2003,10.1061/(ASCE)0733-9372(2003)129:3(267),t
Upland erosion modeling in a semi-humid environment via the Water Erosion Prediction Project model,"Papanicolaou, A.N. and Abaci, O. ",2008,10.1061/(ASCE)0733-9437(2008)134:6(796),Journal of Irrigation and Drainage Engineering
Virtual experiments guide calibration strategies for a real-world watershed application of coupled surface-subsurface modeling,"Yu, Xuan; Christopher Duffy; Yu Zhang; Gopal Bhatt; Yuning Shi ",2016,10.1061/(ASCE)HE.1943-5584.0001431,"Journal of Hydrologic Engineering, "
Estimated Loss of Snowpack Storage in the Eastern Sierra Nevada with Climate Warming,"Bales, R., Rice, R., Roy, S. ",2014,10.1061/(ASCE)WR.1943-5452.0000453,J. Water Resour. Plann. Manage.
A stability analysis of semi-cohesive streambanks with CONCEPTS: Couple field and laboratory investigations to quantify the onset of fluvial erosion and mass failure,"Sutarto, T.E., Papanicolaou, A.N., Wilson, C.G., and Langendoen, E. ",2014,10.1061/%28ASCE%29HY.1943-7900.0000899,"Prof. Thanos Papanicolaou and his team’s recent paper “Stability Analysis of Semicohesive Streambanks with CONCEPTS: Coupling Field and Laboratory Investigations to Quantify the Onset of Fluvial Erosion and Mass Failure” co-authored with Tommy Sutarto, Christopher Wilson, and Eddy Langendoen (of the National Sedimentation Lab) is currently the #"
Bi-national research and education cooperation in the US-China EcoPartnership for Environmental Sustainability 7 (4):,"Filley, T.R., Li, M., Zhuang, J., Yu, G., Sayler, G., Ouyang, Z., Han, X., Zhang, X., Jiang, G., Zhou, C., Wang, F., and Bickham, J.W. ",2015,10.1063/1.4928742,Journal of Renewable and Sustainable Energy
Fe II aq–Fe III oxide electron transfer and Fe exchange: effect of organic carbon,"Pasakarnis, T., McCormick, M., Parkin, G.F., Thompson A., and Scherer ",2014,10.1071/EN14035,Environmental Chemistry
"The role of pH, organic matter composition and mineralogy on the sorption behavior of beryllium.","Boschi, V., Willenbring, J.K.  ",2016,10.1071/EN15107,Environmental Chemistry
Root functioning modifies seasonal climate,"Lee, JE, RS Oliveira, TE Dawson, IY Fung  ",2005,10.1073/pnas.0508785102,"Proceedings of the National Academy of Sciences of the United States of America, V."
Implications for the hydrologic cycle under climate change due to the expansion of bioenergy crops in the Midwestern United States,"Le, P., P. Kumar, and D. Drewry ",2011,10.1073/pnas.1107177108,i
Biogeochemistry of beetle-killed forests:  Explaining a weak nitrate response.,"Rhoades, C.C., McCutchan, J.H. Jr., *Cooper, L.A., Clow, D., Detmer, T.M., Briggs, J.S., Stednick, J.D., Veblen, T.T., Ertz, R.M., Liken, G.E., and Lewis, W.M. Jr. ",2013,10.1073/pnas.1221029110,"Proceedings of the National Academy of Science, "
Bedrock composition regulates mountain ecosystems and landscape evolution,"Hahm, W.J., Riebe, C.S., Lukens, C.E., and Araki, S. ",2014,10.1073/pnas.1315667111,Proceedings of the National Academy of Sciences
Mountain runoff vulnerability to increased evapotranspiration with vegetation expansion,"Goulden, M.L., Bales, R.C. ",2014,10.1073/pnas.1319316111,Proceedings of the National Academy of Sciences.
A bottom-up control on fresh-bedrock topography under landscapes,"Rempe, D.M., Dietrich, W.D. ",2014,10.1073/pnas.1404763111,Proceedings of the National Academy of Sciences
Climate and topography control the size and flux of sediment produced on steep mountain slopes,"Riebe, C., Sklar, L., Lukens, C., and Shuster, D. ",2015,10.1073/pnas.1503567112,Proceedings of the National Academy of Sciences
Increasing atmospheric humidity and CO2 concentration alleviate forest mortality risk,"Liu, Yanlan, Anthony J. Parolari, Mukesh Kumar, Cheng-Wei Huang, Gabriel G. Katul, and Amilcare Porporato  ",2017,10.1073/pnas.1704811114,PNAS
Humidity determines snowpack ablation under a warming climate,Harpold A.A. and Brooks P.D. ,2018,10.1073/pnas.1716789115,PNAS
Humidity determines snowpack ablation under a warming climate,Harpold A.A. and Brooks P.D. ,2018,10.1073/pnas.1716789115,PNAS
Channelization cascade in landscape evolution,"Bonetti, S., M. Hooshyar, C. Camporeale, and A. Porporato ",2020,10.1073/pnas.1911817117,PNAS
Vegetation and slope effects on accuracy of a LiDAR-derived DEM in the sagebrush steppe,"Spaete, L, N Glenn, D Derryberry, T Sankey, J Mitchell, and S Hardegree ",2011,10.1080/01431161.2010.515267,"Remote Sensing Letters, "
"Using field and remotely sensed hyperspectral data to quantify water quality parameters in the Wabash River and its tributary, Indiana","Tan, J., K.A. Cherkauer, and I. Chaubey ",2015,10.1080/01431161.2015.1101654,International Journal of Remote Sensing
"Bacterial Associations with Weathering Minerals at the Regolith-Bedrock Interface, Luquillo Experimental Forest, Puerto Rico","Minyard, M.L., Brunsm M.A., Liermann, L.J., Buss H.L., Brantley, S.L.  ",2012,10.1080/01490451.2011.619640,Geomicrobilogy
"Relating microbial community structure and geochemistry in deep regolith developed on volcaniclastic rock in the Luquillo Mountains, Puerto Rico","Liermann, L.J.,  I. Albert, H.L. Buss, M. Minyard, S.L. Brantley ",2015,10.1080/01490451.2014.964885,Geomicrobiology Journal
Technical note: Instrumental method for reducing error in compression-derived measurements of rainfall interception for individual trees,"Van Stan, J.T., M.T. Jarvis, D.F. Levia, & J. Friesen ",2011,10.1080/02626667.2011.590811,Hydrological Sciences Journal
Modelling long-term water yield effects of forest management in a Norway spruce forest,"Yu, Xuan, Anna Lamačová, Christopher Duffy, Pavel Krám, Jakub Hruška, Tim White & Gopal Bhatt ",2015,10.1080/02626667.2014.897406,"Hydrological Sciences Journal, "
An object-oriented shared data model for GIS and distributed hydrologic models,"Kumar, M., Bhatt, G., and Duffy, C.J. ",2010,10.1080/13658810903289460,International Journal of Geographical Information Science
Improved visibility calculations with tree trunk obstruction modeling from aerial LiDAR,"Murgoitio, J, R Shrestha, N Glenn, and L Spaete ",2013,10.1080/13658816.2013.767460,"International Journal of Geographical Information Science, "
Enhanced Vadose Zone Nitrogen Removal by Poplar During Dormancy,"Ausland, H., Ward, A., Licht, L., and Just, C ",2015,10.1080/15226514.2014.987371,International Journal of Phytoremediation
Ecosystem services in Indiana agriculture: farmer and conservation perceptions,"Logsdon, R.A., M.M. Kalcic1, E.M. Trybula, I. Chaubey, and J.R. Frankenberger",2015,10.1080/21513732.2014.998711,"International Journal of Biodiversity, Science, Ecosystem Services, and Management "
Coupling flow with nutrient dynamics via BioChemFOAM in the Mississippi River,"Hernandez Murcia, O.E., Schnoebelen, D.J., Papanicolaou, A.N., and Abban, B. ",2017,10.1080/23249676.2017.1287020,Journal of Applied Water Engineering and Research
"Anthropocene Landscape Change and the Legacy of Nineteenth- and Twentieth-Century Mining in the Fourmile Catchment, Colorado Front Range.","Dethier, D. P., Ouimet, W. B., Murphy, S. F., Kotikian, M., Wicherski, W., & Samuels, R. M. ",2018,10.1080/24694452.2017.1406329,"Annals of the American Association of Geographers, "
A field comparison of multiple techniques to quantify groundwater–surface-water interactions,"González-Pinzón, R., Ward, A., Hatch, C., Wlostowski, A., Singha, K., Gooseff, M., Haggerty, R., Harvey, J., Cirpka, O., and Brock, J. ",2015,10.1086/679738,"Freshwater Science, "
A field comparison of multiple techniques to quantify groundwater–surface-water interactions,"González-Pinzón, R., Ward, A., Hatch, C., Wlostowski, A., Singha, K., Gooseff, M., Haggerty, R., Harvey, J., Cirpka, O., and Brock, J. ",2015,10.1086/679738,"Freshwater Science, "
The effects of catastrophic wildfire on water quality along a river continuum,"Reale J.K., Van Horn D.J., Condon K.E., and Dahm C.N. ",2015,10.1086/684001,Freshwater Science
Coupling freshwater mussel ecology and river dynamics using a simplified dynamic interaction model,"Hansen, A.T., J.A. Czuba, J. Schwenk, A. Longjas, M. Danesh-Yazdi, D.J. Hornbach, and E. Foufoula-Georgiou ",2016,10.1086/684223,Freshwater Science
Limited uptake of nutrient input from sewage effluent in a tropical landscape,"Figueroa-Nieves D., McDowell, W.H., Potter, J.D., Martínez, G.  ",2016,10.1086/684992,Freshwater Science
Limited uptake on nutrient input from sewage effluent in a tropical landscape,"Figueroa Nieves, D, McDowell, W. H., Potter. J.D. and Martinez, G.  ",2015,10.1086/684992,Freshwater Science
Bioclimatic Envelopes for Individual Demographic Events Driven by Extremes: Plant Mortality from Drought and Warming,"Law D.J., Adams H.D., Breshears D.D., Cobb N.S., Bradford J.B., Zou C.B., Field J.P., Gardea A.A., Williams A.P., and Huxman T.E. ",2019,10.1086/700702,International Journal of Plant Sciences
"The role of precipitation type, intensity, and spatial distribution in source water quality after wildfire","Murphy, S. F., Writer, J. H., McCleskey, R. B., and Martin, D. A.  ",2015,10.1088/1748-9326/10/8/084007,Environ. Res. Lett.
"Corrigendum: The role of precipitation type, intensity, and spatial distribution in source water quality after wildfire","Murphy SF, Writer JH, McCleskey RB, and Martin DA ",2015,10.1088/1748-9326/11/7/079501,(
Topoclimate effects on growing season length and montane conifer growth in complex terrain.,"Barnard, DM, Barnard, HR, and Molotch, NP  ",2017,10.1088/1748-9326/aa6da8,Environmental Research Letters
The temperature response surface for mortality risk of tree species with future drought,"Adams H.D., Barron-Gafford G.A., Minor R.L., Gardea A.A., Bentley L.P., Law D.J., Breshears D.D., McDowell N.G., Huxman T.E. ",2017,10.1088/1748-9326/aa93be,Pinus edulis
Using research networks to create the comprehensive datasets needed to assess nutrient availability as a key determinant of terrestrial carbon cycling,"Vicca, S.; Stocker, B.D.; Reed, S.; Wieder, W.R.; Bahn, M.; Fay, P.A.; Janssens, I.A.; Lambers, H.; Peñuelas, J.; Piao, S.; Rebel, K.T.; Sardans, J.; Sigurdsson, B.D.; Sundert, K.V.; Wang, Y.P.; Zaehle, S.; Ciais, P. ",2018,10.1088/1748-9326/aaeae7,Environmental Research Letters
Mechanisms of a coniferous woodland persistence under drought and heat,"McDowell N.G., Grossiord C., Adams H.D., Pinzón-Navarro S., Mackay D.S., Breshears D.D., Allen C.D., Borrego I., Dickman L.T., Collins A., Gaylord M., McBranch N., Pockman W.T., Vilagrosa A., Aukema B., Goodsman D., and Xu C. ",2019,10.1088/1748-9326/ab0921,Environmental Research Letters
Drought supersedes warming in determining volatile and tissue defenses of piñon pine (Pinus edulis),"Trowbridge A.M., Stoy P.C., Adams H.D., Law D.J., Breshears D.D., Helmig D., and Monson R.K. ",2019,10.1088/1748-9326/ab1493,Environmental Research Letters
Soil in the Anthropocene,"Richter D. deB, Bacon A.R, Brecheisen Z., & Mobley M.L. ",2015,10.1088/1755-1315/25/1/012010,"IOP Conference Series: Earth and Environmental Science, "
Wetness controls on global chemical weathering,"Calabrese, S., and A. Porporato ",2020,10.1088/2515-7620/abad7b,Environmental Research Communications
What regulates soil CO2 concentrations? A modeling approach to CO2 diffusion in deep soil profiles,"Oh, N-H, H-S Kim, and D. D. Richter, Jr. ",2005,10.1089/ees.2005.22.38,Environmental Engineering Science
